"ID","endowment","locale","treatment","wave","start_time","end_time","participant_label","link"
66,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c4691d86c3f","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c4691d86c3f"
67,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cfc4ab8125b","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cfc4ab8125b"
68,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c8b17eebe3b","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c8b17eebe3b"
69,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cf5607c33e7","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cf5607c33e7"
70,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c23df572d5e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c23df572d5e"
71,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c756df4efc6","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c756df4efc6"
72,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c426be2125a","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c426be2125a"
73,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c4cecd32467","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c4cecd32467"
74,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c4effb6d05e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c4effb6d05e"
75,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cc5bc8ce4e9","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cc5bc8ce4e9"
76,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cd459ecd198","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cd459ecd198"
77,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c2268838604","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2268838604"
78,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c6d3fc4c271","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c6d3fc4c271"
79,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cc909da6cf6","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cc909da6cf6"
80,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cf4c3e89ac0","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cf4c3e89ac0"
81,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ca3959104b1","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ca3959104b1"
82,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cf5bbe79413","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cf5bbe79413"
83,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c4596fa3ae2","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c4596fa3ae2"
84,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cd639a694e0","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cd639a694e0"
85,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c7a4b7a2482","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c7a4b7a2482"
86,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c66af1e590e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c66af1e590e"
87,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c9f37e664b0","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c9f37e664b0"
88,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c9f2c094f86","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c9f2c094f86"
89,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cca7fa61b7e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cca7fa61b7e"
90,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cc553a60f1b","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cc553a60f1b"
91,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c99a00c10e5","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c99a00c10e5"
92,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c6657ee9c09","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c6657ee9c09"
93,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c77dea6e802","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c77dea6e802"
94,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c66ff214882","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c66ff214882"
95,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c10dc6a6896","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c10dc6a6896"
96,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c1379227031","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c1379227031"
97,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c6f38470f54","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c6f38470f54"
98,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c3ad89d1eda","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c3ad89d1eda"
99,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c4d20857aa0","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c4d20857aa0"
100,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ce16afb9531","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ce16afb9531"
